Browser,participant,Group,Day,date,expName,psychopyVersion,OS,frameRate,hitPercent,pointsGiven,fixMouse.x,fixMouse.y,fixMouse.leftButton,fixMouse.midButton,fixMouse.rightButton,fixMouse.time,bounceDirArr,ballPosX,ballPosY,paddlePosX,paddlePosY,alphaChoice,pertChoice,horOrTilt,hitOrMiss,trialType,trialsNum,tasksNum,trialRepeat,ballSpeed,interceptBall,interceptPaddle,interceptDelta,wallBounceX,wallBounceY,wallOrient,connectTime,bounceTime,cumulativetime,trialMouse.x,trialMouse.y,trialMouse.leftButton,trialMouse.midButton,trialMouse.rightButton,trialMouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Sound
Chrome,1,1,1,2022-10-21_01h31.54.038,bounceV3,2022.2.4,Win32,59.95563283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,2022-10-21_01h31.54.038,bounceV3,2022.2.4,Win32,59.95563283,2,0,"[-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07962962962962963,-0.07685185185185185,-0.0712962962962963,-0.06111111111111111,-0.049074074074074076,-0.03425925925925926,-0.017592592592592594,0,0.012037037037037037,0.016666666666666666,0.020370370370370372,0.023148148148148147,0.024074074074074074,0.025,0.027777777777777776,0.028703703703703703,0.02962962962962963,0.03148148148148148,0.037037037037037035,0.04259259259259259,0.05277777777777778,0.06296296296296296,0.0712962962962963,0.07685185185185185,0.08148148148148149,0.08518518518518518,0.09166666666666666,0.09722222222222222,0.10277777777777777,0.10925925925925926,0.11296296296296296,0.11481481481481481,0.1175925925925926,0.12314814814814815,0.13333333333333333,0.14537037037037037,0.1574074074074074,0.1648148148148148,0.1712962962962963,0.17685185185185184,0.17962962962962964,0.18518518518518517,0.18981481481481483,0.1925925925925926,0.19722222222222222,0.20185185185185187,0.20833333333333334,0.21666666666666667,0.225,0.23333333333333334,0.24074074074074073,0.24814814814814815,0.2537037037037037,0.2611111111111111,0.2722222222222222,0.28425925925925927,0.29444444444444445,0.30462962962962964,0.31296296296296294,0.32037037037037036,0.3277777777777778,0.3351851851851852,0.3398148148148148,0.34629629629629627,0.35185185185185186,0.35833333333333334,0.36574074074074076,0.3731481481481482,0.37962962962962965,0.38796296296296295,0.39444444444444443,0.4009259259259259,0.4074074074074074,0.412962962962963,0.4212962962962963,0.4287037037037037,0.43796296296296294,0.44814814814814813,0.45555555555555555,0.462037037037037,0.4685185185185185,0.4759259259259259,0.48518518518518516,0.49444444444444446,0.5046296296296297,0.5138888888888888,0.5231481481481481,0.5324074074074074,0.5435185185185185,0.5537037037037037,0.5638888888888889,0.5722222222222222,0.5805555555555556,0.5888888888888889,0.5981481481481481,0.6064814814814815,0.6148148148148148,0.6231481481481481,0.6314814814814815,0.6370370370370371,0.6444444444444445,0.65,0.6592592592592592,0.6685185185185185,0.6759259259259259,0.6805555555555556,0.6861111111111111,0.6925925925925925,0.7,0.7092592592592593,0.7194444444444444,0.7277777777777777,0.7342592592592593,0.7398148148148148,0.7462962962962963,0.7564814814814815,0.7648148148148148,0.7703703703703704,0.7722222222222223,0.775,0.7787037037037037,0.7805555555555556,0.7842592592592592,0.7861111111111111,0.7916666666666666,0.7962962962962963,0.8027777777777778,0.812037037037037,0.8203703703703704,0.825925925925926,0.8296296296296296,0.8324074074074074,0.837037037037037,0.8435185185185186,0.85,0.8601851851851852,0.8648148148148148,0.8731481481481481]","[-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08425925925925926,-0.08888888888888889,-0.09444444444444444,-0.09814814814814815,-0.10185185185185185,-0.10555555555555556,-0.10925925925925926,-0.11388888888888889,-0.11666666666666667,-0.1175925925925926,-0.11851851851851852,-0.11851851851851852,-0.11851851851851852,-0.11851851851851852,-0.11851851851851852,-0.11944444444444445,-0.11944444444444445,-0.11944444444444445,-0.12037037037037036,-0.12222222222222222,-0.12314814814814815,-0.125,-0.12685185185185185,-0.12685185185185185,-0.12685185185185185,-0.12685185185185185,-0.12777777777777777,-0.1287037037037037,-0.12962962962962962,-0.12962962962962962,-0.12962962962962962,-0.13055555555555556,-0.13148148148148148,-0.13333333333333333,-0.1361111111111111,-0.13796296296296295,-0.1388888888888889,-0.1388888888888889,-0.14074074074074075,-0.14074074074074075,-0.14166666666666666,-0.1425925925925926,-0.1425925925925926,-0.1425925925925926,-0.14351851851851852,-0.14444444444444443,-0.14537037037037037,-0.14537037037037037,-0.14537037037037037,-0.14629629629629629,-0.14629629629629629,-0.14629629629629629,-0.14722222222222223,-0.14814814814814814,-0.15,-0.15185185185185185,-0.1537037037037037,-0.15462962962962962,-0.15555555555555556,-0.15648148148148147,-0.1574074074074074,-0.15833333333333333,-0.15833333333333333,-0.15833333333333333,-0.15833333333333333,-0.15925925925925927,-0.16018518518518518,-0.16111111111111112,-0.16203703703703703,-0.16203703703703703,-0.16296296296296298,-0.1638888888888889,-0.1648148148148148,-0.16574074074074074,-0.16666666666666666,-0.1685185185185185,-0.16944444444444445,-0.1712962962962963,-0.1712962962962963,-0.1712962962962963,-0.1712962962962963,-0.17222222222222222,-0.17314814814814813,-0.17407407407407408,-0.17407407407407408,-0.17407407407407408,-0.17407407407407408,-0.17592592592592593,-0.17685185185185184,-0.17777777777777778,-0.17962962962962964,-0.18055555555555555,-0.18055555555555555,-0.18055555555555555,-0.18055555555555555,-0.1814814814814815,-0.1814814814814815,-0.1814814814814815,-0.1824074074074074,-0.18333333333333332,-0.18518518518518517,-0.18703703703703703,-0.18888888888888888,-0.18981481481481483,-0.19074074074074074,-0.19074074074074074,-0.19074074074074074,-0.1925925925925926,-0.19444444444444445,-0.19537037037037036,-0.1962962962962963,-0.1962962962962963,-0.1962962962962963,-0.19722222222222222,-0.19814814814814816,-0.19907407407407407,-0.19907407407407407,-0.2,-0.2,-0.20185185185185187,-0.20462962962962963,-0.2064814814814815,-0.2074074074074074,-0.20833333333333334,-0.2101851851851852,-0.2111111111111111,-0.21296296296296297,-0.21574074074074073,-0.2175925925925926,-0.2175925925925926,-0.21851851851851853,-0.22037037037037038,-0.2222222222222222,-0.22407407407407406,-0.225,-0.22592592592592592,-0.22685185185185186,-0.22870370370370371]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00020000000018693953,0.013700000000186563,0.029799999999814197,0.046700000000186925,0.06310000000055904,0.08010000000055939,0.0965000000000007,0.11340000000037254,0.12990000000037316,0.14660000000055895,0.16329999999981393,0.18050000000000033,0.19690000000037333,0.21370000000018674,0.23000000000000043,0.24670000000018621,0.26320000000018684,0.27660000000055884,0.29340000000037314,0.31010000000055893,0.3297000000001864,0.3465000000000007,0.3632000000001865,0.37979999999981384,0.3965000000000005,0.41379999999981454,0.429900000000373,0.4467000000001864,0.46329999999981375,0.48010000000055886,0.4966000000005595,0.5132999999998145,0.5299000000003726,0.547100000000559,0.5632000000001867,0.5767000000001863,0.5955000000000004,0.6132000000001865,0.6301000000005592,0.6470000000000002,0.6637999999998145,0.679900000000373,0.6966000000005588,0.713200000000187,0.7297999999998144,0.7474000000003729,0.7635000000000005,0.7804000000003732,0.7999000000003731,0.8150000000000004,0.8304000000003731,0.8472000000001865,0.8636000000005595,0.8802999999998145,0.896600000000559,0.9135,0.9300000000000006,0.9466000000005588,0.9632999999998137,0.9800000000000004,0.9969000000003732,1.0132999999998145,1.0301000000005596,1.0467999999998145,1.0634000000003727,1.080200000000187,1.0967000000001867,1.1134000000003725,1.1299000000003732,1.146600000000559,1.1635,1.179900000000373,1.1967000000001864,1.2132999999998137,1.2299000000003728,1.2467000000001862,1.2635000000000005,1.2799000000003726,1.296700000000187,1.3134000000003727,1.33,1.3467000000001867,1.363299999999814,1.3800000000000008,1.396600000000559,1.4134000000003732,1.4300000000000006,1.4466000000005588,1.4632999999998137,1.4801000000005589,1.4967000000001862,1.513400000000373,1.5299000000003726,1.547100000000559,1.5632000000001867,1.580200000000187,1.5967000000001867,1.613299999999814,1.6300000000000008,1.646600000000559,1.663299999999814,1.6804000000003727,1.6966000000005588,1.7136000000005591,1.7300000000000004,1.7471000000005592,1.7632999999998145,1.7801000000005596,1.7965,1.8132000000001867,1.8299000000003733,1.8466000000005591,1.8632000000001865,1.8800000000000008,1.896600000000559,1.9134000000003732,1.9300000000000006,1.9465000000000003,1.963200000000187,1.9799000000003728,1.9962999999998141,2.013200000000187,2.0301000000005596,2.0464000000003733,2.0632000000001867,2.0799000000003733,2.096600000000559,2.1132000000001865,2.129900000000373,2.1465000000000005,2.1632000000001863,2.1800000000000006,2.1969000000003733,2.213,2.229900000000373,2.2465,2.263200000000187,2.2799000000003726,2.2965,2.3132999999998143,2.329799999999814,2.346400000000373,2.3634000000003725,2.379900000000373,2.396600000000559,2.4134000000003732,2.429900000000373,2.4464000000003727,2.463200000000187,2.4797999999998144,2.495400000000373,2.513100000000559,2.529799999999814,2.5466000000005593,2.5632000000001867,2.5799000000003733,2.5965000000000007,2.613299999999814,2.629900000000373,2.6467000000001866,2.6630000000000003,2.6797999999998146,2.6965000000000003,2.7131000000005594,2.7297999999998144,2.746299999999814,2.763000000000001,2.779799999999814,2.7966000000005593,2.8132999999998143,2.83,2.847100000000559,2.8632000000001865,2.879799999999814,2.896600000000559,2.9131000000005596,2.929900000000373,2.9465000000000003,2.963200000000187,2.9767999999998143,2.9965,3.0132999999998145,3.0299000000003726]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[0.05249319811555451,0.05039347019093233,0.04829374226631015,0.04619401434168797,0.04409428641706579,0.04199455849244361,0.03989483056782143,0.03779510264319925,0.03569537471857707,0.03359564679395489,0.03149591886933271,0.029396190944710528,0.027296463020088348,0.025196735095466168,0.023097007170843988,0.020997279246221807,0.018897551321599627,0.016797823396977447,0.014698095472355267,0.012598367547733087,0.010498639623110907,0.008398911698488727,0.006299183773866547,0.004199455849244367,0.0020997279246221866,6.071532165918825e-18,-0.00209972792462217,-0.004199455849244346,-0.006299183773866523,-0.0083989116984887,-0.010498639623110876,-0.012598367547733053,-0.01469809547235523,-0.016797823396977406,-0.018897551321599582,-0.02099727924622176,-0.023097007170843935,-0.025196735095466112,-0.02729646302008829,-0.029396190944710465,-0.03149591886933264,-0.03359564679395481,-0.035695374718576985,-0.03779510264319916,-0.03989483056782133,-0.041994558492443504,-0.04409428641706568,-0.04619401434168785,-0.04829374226631002,-0.050393470190932196,-0.05249319811555437]","[-0.3,-0.27599999999999997,-0.25199999999999995,-0.22799999999999995,-0.20399999999999996,-0.17999999999999997,-0.15599999999999997,-0.13199999999999998,-0.10799999999999998,-0.08399999999999999,-0.05999999999999999,-0.03599999999999999,-0.01199999999999999,0.01200000000000001,0.03600000000000001,0.06000000000000001,0.08400000000000002,0.10800000000000001,0.132,0.156,0.18,0.204,0.22799999999999998,0.252,0.276,0.30000000000000004,0.276,0.252,0.228,0.20400000000000001,0.18000000000000002,0.15600000000000003,0.13200000000000003,0.10800000000000004,0.08400000000000005,0.060000000000000046,0.036000000000000046,0.012000000000000045,-0.011999999999999955,-0.035999999999999956,-0.059999999999999956,-0.08399999999999996,-0.10799999999999996,-0.13199999999999995,-0.15599999999999994,-0.17999999999999994,-0.20399999999999993,-0.22799999999999992,-0.25199999999999995,-0.27599999999999997,-0.3]","[0.49114583333333334,0.49635416666666665,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49947916666666664,0.49687499999999996,0.490625,0.4796875,0.4666666666666667,0.45,0.43125,0.4057291666666667,0.3744791666666667,0.3380208333333334,0.30572916666666666,0.26718749999999997,0.22916666666666666,0.19895833333333332,0.16927083333333334,0.14270833333333333,0.11354166666666668,0.08906249999999999,0.0671875,0.04947916666666667,0.034895833333333334,0.021875,0.0109375,0.0010416666666666667,-0.008854166666666666,-0.017708333333333333,-0.0265625,-0.034895833333333334,-0.03645833333333333,-0.0359375,-0.0359375,-0.03854166666666667,-0.044270833333333336,-0.04895833333333333]","[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3]",-85,0,1,hit,1,1,1,,0.04,-0.052493198,-0.044270833,-0.008222365,6.07153E-18,0.3,hor,0.8156,0.3992,4.6931,"[0.8731481481481481,0.8824074074074074,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.887962962962963,0.8833333333333333,0.8722222222222222,0.8527777777777777,0.8296296296296296,0.8,0.7666666666666667,0.7212962962962963,0.6657407407407407,0.600925925925926,0.5435185185185185,0.475,0.4074074074074074,0.3537037037037037,0.30092592592592593,0.2537037037037037,0.20185185185185187,0.15833333333333333,0.11944444444444445,0.08796296296296297,0.062037037037037036,0.03888888888888889,0.019444444444444445,0.001851851851851852,-0.01574074074074074,-0.03148148148148148,-0.04722222222222222,-0.062037037037037036,-0.06481481481481481,-0.06388888888888888,-0.06388888888888888,-0.06851851851851852,-0.0787037037037037,-0.08703703703703704]","[-0.22870370370370371,-0.2324074074074074,-0.2351851851851852,-0.23796296296296296,-0.23981481481481481,-0.24074074074074073,-0.24074074074074073,-0.24166666666666667,-0.24166666666666667,-0.24166666666666667,-0.23981481481481481,-0.2388888888888889,-0.23796296296296296,-0.23796296296296296,-0.23703703703703705,-0.2361111111111111,-0.2351851851851852,-0.2351851851851852,-0.23333333333333334,-0.22962962962962963,-0.2222222222222222,-0.21203703703703702,-0.2037037037037037,-0.19537037037037036,-0.18425925925925926,-0.17037037037037037,-0.15555555555555556,-0.14537037037037037,-0.13333333333333333,-0.12314814814814815,-0.11574074074074074,-0.10925925925925926,-0.10185185185185185,-0.09351851851851851,-0.08703703703703704,-0.08055555555555556,-0.07592592592592592,-0.07222222222222222,-0.06944444444444445,-0.06851851851851852,-0.06666666666666667,-0.06481481481481481,-0.06296296296296296,-0.06111111111111111,-0.05925925925925926,-0.05925925925925926,-0.058333333333333334,-0.058333333333333334,-0.058333333333333334,-0.058333333333333334,-0.05925925925925926]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.00029999999981367154,0.016000000000000014,0.03279999999981342,0.04920000000018643,0.06579999999981379,0.0825999999996272,0.09870000000018653,0.11559999999962756,0.13229999999981334,0.14879999999981397,0.16549999999999976,0.1825000000000001,0.19909999999962746,0.21549999999999958,0.23249999999999993,0.2490999999996273,0.26570000000018634,0.2822000000001861,0.2990000000000004,0.3162000000001859,0.3327000000001865,0.3490999999996278,0.36559999999962756,0.38239999999944096,0.3992000000001861,0.4162000000001864,0.4332999999998144,0.4492999999998144,0.46579999999981325,0.48220000000018537,0.49900000000000055,0.5160999999996267,0.5325000000000006,0.5492000000001855,0.5657000000001862,0.5827000000001856,0.599299999999813,0.6157999999998136,0.6322000000001857,0.6487000000001863,0.6654999999999998,0.6818999999994411,0.6987999999998138,0.7153999999994411,0.7320999999996278,0.748700000000186,0.7655999999996279,0.7818999999994407,0.7987999999998134,0.8155999999996268,0.8320999999996275]",0,0,0,1,1,0
