Browser,participant,date,expName,psychopyVersion,OS,frameRate,hitPercent,pointsGiven,fixMouse.x,fixMouse.y,fixMouse.leftButton,fixMouse.midButton,fixMouse.rightButton,fixMouse.time,bounceDirArr,ballPosX,ballPosY,paddlePosX,paddlePosY,alphaChoice,pertChoice,horOrTilt,hitOrMiss,trialType,trialsNum,tasksNum,trialRepeat,ballSpeed,interceptBall,interceptPaddle,interceptDelta,wallBounceX,wallBounceY,wallOrient,connectTime,bounceTime,cumulativetime,trialMouse.x,trialMouse.y,trialMouse.leftButton,trialMouse.midButton,trialMouse.rightButton,trialMouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tasks.thisRepN,tasks.thisTrialN,tasks.thisN,tasks.thisIndex,tasks.ran,SoundOrNot.thisRepN,SoundOrNot.thisTrialN,SoundOrNot.thisN,SoundOrNot.thisIndex,SoundOrNot.ran,Sound
Chrome,os,2022-11-07_11h57.59.427,bounceV3,2022.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,os,2022-11-07_11h57.59.427,bounceV3,2022.2.4,MacIntel,60.0024001,2,0,[],[],[],[],[],[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[-0.05249319811555451,-0.05039347019093233,-0.04829374226631015,-0.04619401434168797,-0.04409428641706579,-0.04199455849244361,-0.03989483056782143,-0.03779510264319925,-0.03569537471857707,-0.03359564679395489,-0.03149591886933271,-0.029396190944710528,-0.027296463020088348,-0.025196735095466168,-0.023097007170843988,-0.020997279246221807,-0.018897551321599627,-0.016797823396977447,-0.014698095472355267,-0.012598367547733087,-0.010498639623110907,-0.008398911698488727,-0.006299183773866547,-0.004199455849244367,-0.0020997279246221866,-6.071532165918825e-18,0.01018739558903051,0.020374791178061027,0.03056218676709154,0.040749582356122055,0.05093697794515257,0.06112437353418308,0.0713117691232136,0.08149916471224412,0.09168656030127464,0.10187395589030517,0.11206135147933569,0.1222487470683662,0.13243614265739673,0.14262353824642723,0.15281093383545774,0.16299832942448825,0.17318572501351875,0.18337312060254926,0.19356051619157977,0.20374791178061027,0.21393530736964078,0.2241227029586713,0.2343100985477018,0.2444974941367323,0.2546848897257628,0.26487228531479334,0.2750596809038239,0.2852470764928544,0.29543447208188495,0.3056218676709155,0.315809263259946,0.32599665884897655,0.3361840544380071,0.3463714500270376,0.35655884561606815,0.3667462412050987,0.3769336367941292,0.38712103238315976,0.3973084279721903,0.4074958235612208,0.41768321915025136,0.4278706147392819,0.43805801032831243,0.44824540591734297,0.4584328015063735,0.46862019709540403,0.47880759268443457,0.4889949882734651,0.49918238386249564,0.5093697794515262,0.5195571750405567,0.5297445706295871,0.5399319662186176,0.5501193618076481,0.5603067573966786]","[-0.3,-0.27599999999999997,-0.25199999999999995,-0.22799999999999995,-0.20399999999999996,-0.17999999999999997,-0.15599999999999997,-0.13199999999999998,-0.10799999999999998,-0.08399999999999999,-0.05999999999999999,-0.03599999999999999,-0.01199999999999999,0.01200000000000001,0.03600000000000001,0.06000000000000001,0.08400000000000002,0.10800000000000001,0.132,0.156,0.18,0.204,0.22799999999999998,0.252,0.276,0.30000000000000004,0.276,0.252,0.228,0.20400000000000001,0.18000000000000002,0.15600000000000003,0.13200000000000003,0.10800000000000004,0.08400000000000005,0.060000000000000046,0.036000000000000046,0.012000000000000045,-0.011999999999999955,-0.035999999999999956,-0.059999999999999956,-0.08399999999999996,-0.10799999999999996,-0.13199999999999995,-0.15599999999999994,-0.17999999999999994,-0.20399999999999993,-0.22799999999999992,-0.25199999999999995,-0.27599999999999997,-0.3,-0.324,-0.34800000000000003,-0.37200000000000005,-0.3960000000000001,-0.4200000000000001,-0.4440000000000001,-0.46800000000000014,-0.49200000000000016,-0.5160000000000001,-0.5400000000000001,-0.5640000000000002,-0.5880000000000002,-0.6120000000000002,-0.6360000000000002,-0.6600000000000003,-0.6840000000000003,-0.7080000000000003,-0.7320000000000003,-0.7560000000000003,-0.7800000000000004,-0.8040000000000004,-0.8280000000000004,-0.8520000000000004,-0.8760000000000004,-0.9000000000000005,-0.9240000000000005,-0.9480000000000005,-0.9720000000000005,-0.9960000000000006,-1.0200000000000005]","[-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4970583545918368,-0.4782552083333334,-0.4306255314625851,-0.36420333758503404,-0.2746651785714286,-0.18668154761904762,-0.09112457482993197,-0.03328018707482994,0.01448235544217687,0.05378667091836735,0.08005420918367348,0.1105920493197279,0.1379623724489796,0.17482727465986397,0.20876381802721092,0.24992559523809527,0.2805511267006803,0.31339285714285714,0.3220875850340136,0.33405346513605444,0.33861341411564627,0.34010416666666665,0.3402795493197279,0.3402795493197279,0.3402795493197279,0.3402795493197279,0.3402795493197279,0.3401121386054422,0.3401121386054422,0.3401121386054422,0.3401121386054422,0.34088807397959187,0.3421635841836735,0.34272693452380953,0.3430750425170068,0.34325042517006804,0.34325042517006804,0.3414859693877551,0.33784013605442176,0.33242984693877553,0.32822863520408163,0.3237404336734694,0.32123458758503404,0.3196641156462586,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722,0.3190954506802722]","[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3]",85,9,1,miss,2,1,1,,0.04,0.25468489,0.340279549,-0.08559466,-6.07153E-18,0.3,hor,,,5.1091,[],[],[],[],[],[],0,0,0,0,1,,,,,,,,,,,
,os,2022-11-07_11h57.59.427,bounceV3,2022.2.4,MacIntel,60.0024001,,0,[],[],[],[],[],[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[0.05249319811555451,0.05039347019093233,0.04829374226631015,0.04619401434168797,0.04409428641706579,0.04199455849244361,0.03989483056782143,0.03779510264319925,0.03569537471857707,0.03359564679395489,0.03149591886933271,0.029396190944710528,0.027296463020088348,0.025196735095466168,0.023097007170843988,0.020997279246221807,0.018897551321599627,0.016797823396977447,0.014698095472355267,0.012598367547733087,0.010498639623110907,0.008398911698488727,0.006299183773866547,0.004199455849244367,0.0020997279246221866,6.071532165918825e-18,-0.01018739558903051,-0.020374791178061027,-0.03056218676709154,-0.040749582356122055,-0.05093697794515257,-0.06112437353418308,-0.0713117691232136,-0.08149916471224412,-0.09168656030127464,-0.10187395589030517,-0.11206135147933569,-0.1222487470683662,-0.13243614265739673,-0.14262353824642723,-0.15281093383545774,-0.16299832942448825,-0.17318572501351875,-0.18337312060254926,-0.19356051619157977,-0.20374791178061027,-0.21393530736964078,-0.2241227029586713,-0.2343100985477018,-0.2444974941367323,-0.2546848897257628]","[-0.3,-0.27599999999999997,-0.25199999999999995,-0.22799999999999995,-0.20399999999999996,-0.17999999999999997,-0.15599999999999997,-0.13199999999999998,-0.10799999999999998,-0.08399999999999999,-0.05999999999999999,-0.03599999999999999,-0.01199999999999999,0.01200000000000001,0.03600000000000001,0.06000000000000001,0.08400000000000002,0.10800000000000001,0.132,0.156,0.18,0.204,0.22799999999999998,0.252,0.276,0.30000000000000004,0.276,0.252,0.228,0.20400000000000001,0.18000000000000002,0.15600000000000003,0.13200000000000003,0.10800000000000004,0.08400000000000005,0.060000000000000046,0.036000000000000046,0.012000000000000045,-0.011999999999999955,-0.035999999999999956,-0.059999999999999956,-0.08399999999999996,-0.10799999999999996,-0.13199999999999995,-0.15599999999999994,-0.17999999999999994,-0.20399999999999993,-0.22799999999999992,-0.25199999999999995,-0.27599999999999997,-0.3]","[0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.49967049319727896,0.4960246598639456,0.4874016794217687,0.4670041454081633,0.4395115858843538,0.40197704081632657,0.35690369897959184,0.3077699829931973,0.2586362670068027,0.20950255102040818,0.1657578656462585,0.13948501275510203,0.10894185799319728,0.07094759778911565,0.04868463010204082,0.02717633928571429,0.005705250850340136,-0.01483312074829932,-0.03193558673469388,-0.04275882227891157,-0.05390890731292517,-0.06253188775510204,-0.07000690901360544,-0.07691592261904762,-0.0833200467687075,-0.09074457908163266,-0.09936755952380953,-0.11275775935374151,-0.1319010416666667,-0.1490247661564626,-0.16697225765306123,-0.18844334608843538,-0.20991443452380953,-0.23048469387755102,-0.24597682823129252,-0.2607036564625851]","[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3]",-85,-9,1,hit,2,2,1,,0.04,-0.25468489,-0.245976828,-0.008708061,6.07153E-18,0.3,hor,,,6.9248,[],[],[],[],[],[],1,0,1,0,1,,,,,,,,,,,
,os,2022-11-07_11h57.59.427,bounceV3,2022.2.4,MacIntel,60.0024001,,10,[],[],[],[],[],[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[-0.10579618842507904,-0.10156434088807588,-0.09733249335107272,-0.09310064581406956,-0.0888687982770664,-0.08463695074006324,-0.08040510320306007,-0.07617325566605691,-0.07194140812905375,-0.06770956059205059,-0.06347771305504743,-0.05924586551804427,-0.05501401798104111,-0.05078217044403795,-0.046550322907034786,-0.042318475370031625,-0.038086627833028464,-0.0338547802960253,-0.02962293275902214,-0.02539108522201898,-0.02115923768501582,-0.016927390148012658,-0.012695542611009497,-0.008463695074006336,-0.004231847537003174,-1.214306433183765e-17,0.012761026359875477,0.025522052719750964,0.038283079079626456,0.05104410543950194,0.06380513179937743,0.07656615815925291,0.0893271845191284,0.10208821087900388,0.11484923723887937,0.12761026359875485,0.14037128995863035,0.15313231631850585,0.16589334267838135,0.17865436903825685,0.19141539539813235,0.20417642175800785,0.21693744811788335,0.22969847447775885,0.24245950083763435,0.2552205271975098,0.2679815535573853,0.28074257991726076,0.29350360627713623,0.3062646326370117,0.3190256589968872,0.33178668535676265,0.3445477117166381,0.3573087380765136,0.37006976443638906,0.38283079079626453,0.39559181715614,0.4083528435160155,0.42111386987589094,0.4338748962357664,0.4466359225956419,0.45939694895551736,0.47215797531539283,0.4849190016752683,0.4976800280351438,0.5104410543950193,0.5232020807548948,0.5359631071147704,0.5487241334746459,0.5614851598345214,0.5742461861943969,0.5870072125542725,0.599768238914148,0.6125292652740235,0.625290291633899,0.6380513179937746,0.6508123443536501,0.6635733707135256,0.6763343970734012,0.6890954234332767,0.7018564497931522]","[-0.3,-0.27599999999999997,-0.25199999999999995,-0.22799999999999995,-0.20399999999999996,-0.17999999999999997,-0.15599999999999997,-0.13199999999999998,-0.10799999999999998,-0.08399999999999999,-0.05999999999999999,-0.03599999999999999,-0.01199999999999999,0.01200000000000001,0.03600000000000001,0.06000000000000001,0.08400000000000002,0.10800000000000001,0.132,0.156,0.18,0.204,0.22799999999999998,0.252,0.276,0.30000000000000004,0.276,0.252,0.228,0.20400000000000001,0.18000000000000002,0.15600000000000003,0.13200000000000003,0.10800000000000004,0.08400000000000005,0.060000000000000046,0.036000000000000046,0.012000000000000045,-0.011999999999999955,-0.035999999999999956,-0.059999999999999956,-0.08399999999999996,-0.10799999999999996,-0.13199999999999995,-0.15599999999999994,-0.17999999999999994,-0.20399999999999993,-0.22799999999999992,-0.25199999999999995,-0.27599999999999997,-0.3,-0.324,-0.34800000000000003,-0.37200000000000005,-0.3960000000000001,-0.4200000000000001,-0.4440000000000001,-0.46800000000000014,-0.49200000000000016,-0.5160000000000001,-0.5400000000000001,-0.5640000000000002,-0.5880000000000002,-0.6120000000000002,-0.6360000000000002,-0.6600000000000003,-0.6840000000000003,-0.7080000000000003,-0.7320000000000003,-0.7560000000000003,-0.7800000000000004,-0.8040000000000004,-0.8280000000000004,-0.8520000000000004,-0.8760000000000004,-0.9000000000000005,-0.9240000000000005,-0.9480000000000005,-0.9720000000000005,-0.9960000000000006,-1.0200000000000005]","[-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.49291826105442177,-0.47593803146258506,-0.4362271471088435,-0.3338249362244898,-0.2246917517006803,-0.14754198554421769,-0.05190795068027211,0.03176020408163266,0.10058992346938776,0.1446827168367347,0.2157233205782313,0.24314413265306123,0.2741443452380953,0.29741177721088435,0.3168181335034013,0.33224914965986396,0.3467554209183673,0.3667144982993198,0.3872794430272109,0.40870269982993196,0.4266448767006803,0.4374627976190476,0.44539221938775514,0.4517777423469388,0.4546502976190476,0.4562154549319728,0.4567416028911565,0.4567416028911565,0.4567416028911565,0.4567416028911565,0.4565821641156463,0.4547220450680272,0.45107621173469387,0.44566592261904764,0.4392617984693878,0.43234215561224487,0.42594334608843537,0.422297512755102,0.41865167942176873,0.4164647108843538,0.4154336734693878,0.41507759353741497,0.41507759353741497,0.41507759353741497,0.41507759353741497,0.41523437500000004,0.41626009778911566,0.4164354804421769,0.4164354804421769,0.4164354804421769,0.4164354804421769,0.4164354804421769,0.4164354804421769]","[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3]",80,9,1,miss,2,3,1,,0.04,0.319025659,0.437462798,-0.118437139,-1.21431E-17,0.3,hor,,,9.2749,[],[],[],[],[],[],2,0,2,0,1,,,,,,,,,,,
,os,2022-11-07_11h57.59.427,bounceV3,2022.2.4,MacIntel,60.0024001,,0,[],[],[],[],[],[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[0.21838214055972147,0.2096468549373326,0.20091156931494375,0.1921762836925549,0.18344099807016606,0.17470571244777722,0.16597042682538837,0.15723514120299953,0.14849985558061068,0.13976456995822184,0.131029284335833,0.12229399871344414,0.11355871309105528,0.10482342746866642,0.09608814184627756,0.0873528562238887,0.07861757060149985,0.06988228497911099,0.06114699935672213,0.05241171373433327,0.043676428111944415,0.03494114248955556,0.0262058568671667,0.01747057124477784,0.008735285622388983,1.249000902703301e-16,-0.018750855036161092,-0.03750171007232231,-0.056252565108483525,-0.07500342014464474,-0.09375427518080595,-0.11250513021696718,-0.1312559852531284,-0.15000684028928962,-0.16875769532545085,-0.18750855036161207,-0.2062594053977733,-0.22501026043393452,-0.24376111547009574,-0.26251197050625696,-0.28126282554241816,-0.30001368057857936,-0.31876453561474055,-0.33751539065090175,-0.35626624568706294,-0.37501710072322414,-0.39376795575938534,-0.41251881079554653,-0.4312696658317077,-0.4500205208678689,-0.4687713759040301,-0.4875222309401913,-0.5062730859763526,-0.5250239410125138,-0.5437747960486751,-0.5625256510848363,-0.5812765061209976,-0.6000273611571588,-0.6187782161933201,-0.6375290712294813,-0.6562799262656426,-0.6750307813018038,-0.6937816363379651,-0.7125324913741263,-0.7312833464102876,-0.7500342014464488,-0.7687850564826101,-0.7875359115187713,-0.8062867665549326,-0.8250376215910938,-0.8437884766272551,-0.8625393316634163,-0.8812901866995776,-0.9000410417357388,-0.9187918967719001,-0.9375427518080613,-0.9562936068442226,-0.9750444618803839,-0.9937953169165451,-1.0125461719527062]","[-0.3,-0.27599999999999997,-0.25199999999999995,-0.22799999999999995,-0.20399999999999996,-0.17999999999999997,-0.15599999999999997,-0.13199999999999998,-0.10799999999999998,-0.08399999999999999,-0.05999999999999999,-0.03599999999999999,-0.01199999999999999,0.01200000000000001,0.03600000000000001,0.06000000000000001,0.08400000000000002,0.10800000000000001,0.132,0.156,0.18,0.204,0.22799999999999998,0.252,0.276,0.30000000000000004,0.276,0.252,0.228,0.20400000000000001,0.18000000000000002,0.15600000000000003,0.13200000000000003,0.10800000000000004,0.08400000000000005,0.060000000000000046,0.036000000000000046,0.012000000000000045,-0.011999999999999955,-0.035999999999999956,-0.059999999999999956,-0.08399999999999996,-0.10799999999999996,-0.13199999999999995,-0.15599999999999994,-0.17999999999999994,-0.20399999999999993,-0.22799999999999992,-0.25199999999999995,-0.27599999999999997,-0.3,-0.324,-0.34800000000000003,-0.37200000000000005,-0.3960000000000001,-0.4200000000000001,-0.4440000000000001,-0.46800000000000014,-0.49200000000000016,-0.5160000000000001,-0.5400000000000001,-0.5640000000000002,-0.5880000000000002,-0.6120000000000002,-0.6360000000000002,-0.6600000000000003,-0.6840000000000003,-0.7080000000000003,-0.7320000000000003,-0.7560000000000003,-0.7800000000000004,-0.8040000000000004,-0.8280000000000004,-0.8520000000000004,-0.8760000000000004,-0.9000000000000005,-0.9240000000000005,-0.9480000000000005,-0.9720000000000005,-0.9960000000000006]","[0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.4999867134353742,0.49874043367346943,0.49509460034013614,0.491812818877551,0.48632812500000006,0.483046343537415,0.4794084821428572,0.475326849489796,0.47168101615646263,0.46675967261904766,0.4569116709183674,0.43835034013605445,0.40987988945578235,0.34646045918367346,0.2767697704081633,0.20120642006802722,0.12456951530612247,0.07698767006802722,0.052194940476190485,0.02488042091836735,0.002394238945578231,-0.016414221938775512,-0.02801605017006803,-0.04050276360544218,-0.05098320578231293,-0.06504304846938776,-0.07902317176870749,-0.09614689625850341,-0.11761798469387756,-0.15187074829931974,-0.19109268707482996,-0.21741337159863947,-0.23982249149659865,-0.25367240646258504,-0.273687287414966,-0.2832482993197279,-0.2988387542517007,-0.3113653273809524,-0.320735012755102,-0.3373804209183674,-0.34920014880952377,-0.3580543154761905,-0.37561649659863944,-0.3936011904761905,-0.414171449829932,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422,-0.4393308886054422]","[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3]",-70,-9,1,miss,2,4,1,,0.04,-0.468771376,-0.39360119,-0.075170185,1.249E-16,0.3,hor,,,11.5742,[],[],[],[],[],[],3,0,3,0,1,,,,,,,,,,,
